representation,budget,fold,seed,N_train,N_test,R2,RMSE,MAE,Bias
sentinel1_sentinel2,2500,2,44,2500,20635,0.08167165650894714,78.8912632776846,54.20345084895117,-4.109105672552006
palsar_sentinel2,2500,2,44,2500,20635,0.07261902374680007,79.2791540734061,54.46566401277126,-3.973062092356041
sentinel1_palsar_sentinel2,2500,2,44,2500,20635,0.07955602433105202,78.98208530152748,54.10547918030835,-4.230117703131093
alphaearth,2500,2,44,2500,20635,0.1680867943935378,75.08772135031703,50.85267682243398,-1.9055697825945372
dem,25,3,42,25,20304,-0.07552249656773169,91.17026287322403,62.80092909308263,-14.757145030972929
sentinel1_c,25,3,42,25,20304,-0.1123925948175073,92.71980340500039,64.24801289350265,-17.899338391692392
palsar_l,25,3,42,25,20304,-0.06996762286427027,90.934519358915,62.03167877888144,-17.6991970312126
sentinel1_c_palsar_l,25,3,42,25,20304,-0.07695951916148447,91.23114955615205,62.71649008163882,-17.646771054965885
sentinel1_sentinel2,25,3,42,25,20304,-0.1524471429377614,94.3743482374631,66.09726954145516,-20.76871666534294
palsar_sentinel2,25,3,42,25,20304,-0.14936663401157713,94.24813179471498,65.45592621678492,-20.58203953099592
sentinel1_palsar_sentinel2,25,3,42,25,20304,-0.15141142205643554,94.33193091059334,66.0419090815197,-20.87504059930129
alphaearth,25,3,42,25,20304,-0.03774301746116571,89.55469672544439,61.22735880972621,-12.18939698356736
dem,25,3,43,25,20304,-0.011740079744432697,88.42558363012326,62.343215235856846,2.558440617786951
sentinel1_c,25,3,43,25,20304,-0.04246767963832854,89.7583286369996,63.55553597137315,6.572368619722834
palsar_l,25,3,43,25,20304,-0.07617186101001372,91.19778149493268,65.6279845833823,7.534369216518543
sentinel1_c_palsar_l,25,3,43,25,20304,-0.04465714490210959,89.85253763117633,63.88845883156107,6.809784091449861
sentinel1_sentinel2,25,3,43,25,20304,-0.08318167392100806,91.49431487148316,65.24665314212676,1.6361039342055141
palsar_sentinel2,25,3,43,25,20304,-0.054233136705078344,90.26342092830926,64.36202880514959,2.741366037861174
sentinel1_palsar_sentinel2,25,3,43,25,20304,-0.049983720106028695,90.08131975525487,64.08776017449317,3.1697493859789385
alphaearth,25,3,43,25,20304,-0.024146236757044415,88.96607776700473,62.9080974845682,-1.367878629279225
dem,25,3,44,25,20304,-0.0523729107999682,90.18374951399932,61.79011531664649,-1.2289277913901382
sentinel1_c,25,3,44,25,20304,-0.04192942864771454,89.73515345944497,61.21893071235705,-1.409063493143051
palsar_l,25,3,44,25,20304,-0.06610195113743278,90.77010266489621,62.06791011049838,-3.2850070616304956
sentinel1_c_palsar_l,25,3,44,25,20304,-0.057248677579217144,90.39242401957317,61.55909274972691,-2.5201474329907034
sentinel1_sentinel2,25,3,44,25,20304,-0.009007979051618431,88.30611079348395,59.79369362086504,0.10030547407780595
palsar_sentinel2,25,3,44,25,20304,-0.0361290659996476,89.48502958589263,61.16130403706655,0.5496972135721233
sentinel1_palsar_sentinel2,25,3,44,25,20304,-0.02497623499189916,89.00212082904476,60.6924473129495,0.6936216560670445
alphaearth,25,3,44,25,20304,0.009017143805972516,87.51379721258098,59.41141036229785,-0.30541897922827926
dem,50,3,42,50,20304,-0.07762792127063545,91.25945592846536,62.22723168307021,-18.671909738506674
sentinel1_c,50,3,42,50,20304,-0.09143065613076673,91.84204208852414,62.823811079434996,-16.499846236304688
palsar_l,50,3,42,50,20304,-0.11471916186708775,92.81671440762756,63.44783703419617,-20.57093572826911
sentinel1_c_palsar_l,50,3,42,50,20304,-0.11297267497864283,92.74397558520135,63.182435135179524,-20.844141104532316
sentinel1_sentinel2,50,3,42,50,20304,-0.1547737311220303,94.4695628154775,62.86965749599014,-29.620455730740183
palsar_sentinel2,50,3,42,50,20304,-0.15979483201141975,94.67472279068014,63.540603914642716,-30.16810778780472
sentinel1_palsar_sentinel2,50,3,42,50,20304,-0.1375277401657271,93.76148038248353,62.46707737779317,-28.218973671891202
alphaearth,50,3,42,50,20304,0.011034994985270385,87.42465348874124,57.82967380983603,-18.26169914682521
dem,50,3,43,50,20304,-0.002692727440964271,88.02932871342442,60.416317629594815,-4.948373793652936
sentinel1_c,50,3,43,50,20304,-0.06470664214132826,90.71068348443151,62.55293300784397,-6.879955769937027
palsar_l,50,3,43,50,20304,-0.09910538322529305,92.16438406618452,65.0564201227631,-1.4151331427146487
sentinel1_c_palsar_l,50,3,43,50,20304,-0.08194356318573193,91.44200948016301,64.3038856697055,-1.196631275112967
sentinel1_sentinel2,50,3,43,50,20304,-0.04441096382560672,89.8419498044015,63.67519507558181,0.65683609614602
palsar_sentinel2,50,3,43,50,20304,-0.02839335933329723,89.1503575599161,62.93687390149207,0.680859629764968
sentinel1_palsar_sentinel2,50,3,43,50,20304,-0.030849913799315898,89.25677213289538,63.17352949050912,1.5534453672541375
alphaearth,50,3,43,50,20304,0.027923735897425028,86.67495541861136,59.783802472437685,-1.2437693516967931
dem,50,3,44,50,20304,-0.0802957543071825,91.37234948343465,61.0605254112268,-10.047990724210981
sentinel1_c,50,3,44,50,20304,-0.04651146502089487,89.93224871002394,60.52328375011817,-7.909072837591954
palsar_l,50,3,44,50,20304,-0.058603513614210456,90.45032321895027,60.152663213807486,-12.78616108016862
sentinel1_c_palsar_l,50,3,44,50,20304,-0.03153063391806721,89.28623755386263,59.39847399678029,-11.04720570135439
sentinel1_sentinel2,50,3,44,50,20304,-0.04884151429853434,90.0323097553997,59.617805012211896,-12.069661038929908
palsar_sentinel2,50,3,44,50,20304,-0.05277650764452124,90.20104109727774,59.684828390479154,-13.95501246673938
sentinel1_palsar_sentinel2,50,3,44,50,20304,-0.04205678357701359,89.74063745126544,59.35791539804249,-13.241943435408762
alphaearth,50,3,44,50,20304,0.07463210153381816,84.56695092459096,55.08050994823108,-6.340616274517886
dem,100,3,42,100,20304,-0.1268042350691827,93.31848786557151,66.48171112362517,-1.1330364975796186
sentinel1_c,100,3,42,100,20304,-0.12102844153863823,93.0790137996333,66.48708950162921,-3.4229923589470377
palsar_l,100,3,42,100,20304,-0.19852110211273222,96.24236799198218,68.33181205806338,0.27944577464629544
sentinel1_c_palsar_l,100,3,42,100,20304,-0.11105080911633802,92.66386647859002,65.81499808283064,-3.669430915945842
sentinel1_sentinel2,100,3,42,100,20304,-0.040997214412432204,89.69500145659242,60.9840132553536,-9.613916936156535
palsar_sentinel2,100,3,42,100,20304,-0.043420023951108,89.79931855048635,61.44660283401524,-8.587729381180104
sentinel1_palsar_sentinel2,100,3,42,100,20304,-0.025888639845579986,89.04172560254383,60.853385699061555,-7.3784967703543405
alphaearth,100,3,42,100,20304,0.046165672256956336,85.85783473143833,58.905664913005886,0.5862287241243637
dem,100,3,43,100,20304,-0.03960313842159979,89.63492274674113,61.355086403807945,-8.43690819852932
sentinel1_c,100,3,43,100,20304,-0.07138963527138831,90.99492636399948,62.024538814471974,-9.816237328030946
palsar_l,100,3,43,100,20304,-0.07382054476018096,91.09809849328333,63.33914815861334,-4.433251708336411
sentinel1_c_palsar_l,100,3,43,100,20304,-0.05291955001367876,90.20716876648486,61.93974948373871,-5.210284537775892
sentinel1_sentinel2,100,3,43,100,20304,-0.011087006077380002,88.39703986507224,59.293479949430896,-7.212842523853485
palsar_sentinel2,100,3,43,100,20304,0.0004950576574342946,87.88928482599376,59.58966227928992,-3.6880187384616625
sentinel1_palsar_sentinel2,100,3,43,100,20304,-0.0015633957426299805,87.97974107959118,59.41828135898686,-4.908109406432017
alphaearth,100,3,43,100,20304,0.07920162618515758,84.35789407059555,55.436966984271024,-7.405330350672413
dem,100,3,44,100,20304,-0.09807551463080566,92.1211946454724,61.80626159271974,-12.795028568008393
sentinel1_c,100,3,44,100,20304,-0.07430049426456842,91.11845459609344,61.044327642931194,-12.335051020774655
palsar_l,100,3,44,100,20304,-0.10517942072206488,92.41869936525872,62.10734012339837,-13.945046504985855
sentinel1_c_palsar_l,100,3,44,100,20304,-0.08083318984658061,91.39507503879007,61.436524058192745,-11.300140139333424
sentinel1_sentinel2,100,3,44,100,20304,-0.11519537165632543,92.83653801429186,62.96086074416239,-9.41528420251923
palsar_sentinel2,100,3,44,100,20304,-0.07757377182226932,91.25716306319218,61.317465111588184,-8.950883455355783
sentinel1_palsar_sentinel2,100,3,44,100,20304,-0.07886460464211864,91.31180548659108,61.55216266415571,-8.650149075707747
alphaearth,100,3,44,100,20304,0.05321711122362449,85.53988414617157,55.531615643215304,-10.428234504036713
dem,250,3,42,250,20304,-0.07265226234348776,91.04852909801066,63.31203009885353,0.6507477391705215
sentinel1_c,250,3,42,250,20304,-0.07737603719308117,91.24878984103007,62.77211516648674,-2.6792989717627376
palsar_l,250,3,42,250,20304,-0.06803496076072912,90.85235559573512,62.91340801404618,-2.267781561401986
sentinel1_c_palsar_l,250,3,42,250,20304,-0.050630411309662504,90.10905629481948,61.91547470440891,-2.1349215399476575
sentinel1_sentinel2,250,3,42,250,20304,-0.034159206327858405,89.39992589667214,60.627399051511084,-2.3184290534770176
palsar_sentinel2,250,3,42,250,20304,-0.04141114416122482,89.71283231094685,60.58793021107473,-4.937318437994733
sentinel1_palsar_sentinel2,250,3,42,250,20304,-0.018957334612892174,88.74041542090943,60.11869245180986,-2.8183029553184125
alphaearth,250,3,42,250,20304,0.04918416256707148,85.72187485138959,57.25122338053736,0.23248038053885112
dem,250,3,43,250,20304,-0.031005228959293696,89.26349590884222,61.407760669333854,-3.943307249483144
sentinel1_c,250,3,43,250,20304,-0.03356683647712155,89.37431794085057,61.634130114198705,-3.9355384393589765
palsar_l,250,3,43,250,20304,-0.06340390002552931,90.65517110511774,62.71293416858404,-4.454097443710109
sentinel1_c_palsar_l,250,3,43,250,20304,-0.039936391422603634,89.64928818698701,61.490042035945564,-4.435851486147281
sentinel1_sentinel2,250,3,43,250,20304,0.003712606907265048,87.74770670999331,59.043413175906714,-6.276554063457155
palsar_sentinel2,250,3,43,250,20304,0.0017656720965327777,87.83340270715007,59.074970634085254,-5.226307108224739
sentinel1_palsar_sentinel2,250,3,43,250,20304,0.0036719496096436766,87.749497131239,58.815216186926044,-6.174883157920456
alphaearth,250,3,43,250,20304,0.08843117479534668,83.93405201809142,55.044526386455,-3.8135461732583438
dem,250,3,44,250,20304,-0.027879341376566558,89.12807493247112,60.28519045045874,-8.621878684871898
sentinel1_c,250,3,44,250,20304,-0.0232170457434695,88.92570988007546,60.21437329986864,-8.618527693471384
palsar_l,250,3,44,250,20304,-0.05190250170087429,90.16359126126919,60.85885994233585,-12.659655462332495
sentinel1_c_palsar_l,250,3,44,250,20304,-0.025757870877833877,89.03605039318212,59.72738815054583,-10.669205876660246
sentinel1_sentinel2,250,3,44,250,20304,-0.003600718439051187,88.06917728760516,58.63219065206116,-9.85190998877479
palsar_sentinel2,250,3,44,250,20304,-0.014186560850556473,88.5324296988163,58.817134200926674,-11.248035066412445
sentinel1_palsar_sentinel2,250,3,44,250,20304,-0.006446791582662037,88.1939648968817,58.59242877465557,-10.343387830143781
alphaearth,250,3,44,250,20304,0.11286389723416879,82.80157244809669,53.32108350427637,-8.62087118995892
dem,500,3,42,500,20304,-0.05403288277749896,90.25484765244403,62.643738200802076,0.11483216375978308
sentinel1_c,500,3,42,500,20304,-0.04251090146788705,89.76018935606368,61.72798858694882,-2.7479474945250453
palsar_l,500,3,42,500,20304,-0.052322826496777886,90.18160348574786,62.10250544989746,-1.4106788998711626
sentinel1_c_palsar_l,500,3,42,500,20304,-0.016947478439026664,88.65285360526455,60.693270399968114,-2.378149594158976
sentinel1_sentinel2,500,3,42,500,20304,-0.023876404193977185,88.95435701592808,61.3524486536254,1.9611986735667135
palsar_sentinel2,500,3,42,500,20304,-0.008376676383818449,88.2784813757233,61.03084164977945,0.751401226346718
sentinel1_palsar_sentinel2,500,3,42,500,20304,0.0035752064416428864,87.75375725333221,60.328926732030425,0.9549858918115824
alphaearth,500,3,42,500,20304,0.04240179244982645,86.02706768330786,57.91369160022617,-0.840507667565984
dem,500,3,43,500,20304,-0.005082401205615428,88.13416451429099,60.70621798206016,-0.20392835416319777
sentinel1_c,500,3,43,500,20304,-0.0006204396527269562,87.93831555984168,60.16665130341026,-1.4868460580944112
palsar_l,500,3,43,500,20304,-0.013577813494201285,88.50585570629386,61.03976207901853,-1.5344949710726403
sentinel1_c_palsar_l,500,3,43,500,20304,0.004037940407681906,87.73337871605604,59.73855519441909,-3.0581180566541404
sentinel1_sentinel2,500,3,43,500,20304,0.04151844819262973,86.06673672139328,57.90989025195021,-2.4550761891304123
palsar_sentinel2,500,3,43,500,20304,0.029039989111235842,86.62517589391013,58.701231223559205,-2.4594286002814387
sentinel1_palsar_sentinel2,500,3,43,500,20304,0.043069273876201186,85.99708043024958,57.666050223936026,-3.8205760905637756
alphaearth,500,3,43,500,20304,0.10630861779020839,83.10693057312416,55.326554498778805,0.024083483649387658
dem,500,3,44,500,20304,-0.004397789617861969,88.10414312078208,59.365833307338974,-7.946017708939049
sentinel1_c,500,3,44,500,20304,-0.0017325985963885238,87.98717235885746,59.13848521182503,-7.76207622332779
palsar_l,500,3,44,500,20304,-0.005818452689560161,88.16643023203598,59.116431731855144,-9.235301620514054
sentinel1_c_palsar_l,500,3,44,500,20304,0.000344929976314301,87.89588515308569,58.73032462906533,-8.303955667632348
sentinel1_sentinel2,500,3,44,500,20304,0.020687035800327713,86.99698652910168,57.480967227378905,-6.636408443652929
palsar_sentinel2,500,3,44,500,20304,0.016832988310732433,87.1680050373093,57.83021309820991,-6.903453888330461
sentinel1_palsar_sentinel2,500,3,44,500,20304,0.023184878004742338,86.88596814463892,57.512443875281626,-7.016316507338946
alphaearth,500,3,44,500,20304,0.12266444277777155,82.34293127236378,53.161812552865975,-5.224782370736868
dem,1000,3,42,1000,20304,-0.012851869071979882,88.47415520935675,60.603838948120746,-1.5655432856289901
sentinel1_c,1000,3,42,1000,20304,0.011576777646996717,87.4007033742303,59.37736759816463,-3.033285150743284
palsar_l,1000,3,42,1000,20304,0.01069258416109764,87.43978676283493,59.555201469869225,-2.4280939428649218
sentinel1_c_palsar_l,1000,3,42,1000,20304,0.029131811676100683,86.62107977573547,58.67181361006686,-2.724302032833248
sentinel1_sentinel2,1000,3,42,1000,20304,0.04691557219376641,85.82407758793063,57.843116991024196,-1.6381249086867966
palsar_sentinel2,1000,3,42,1000,20304,0.04637650475316857,85.8483453361204,57.98828942579214,-2.216862340412209
sentinel1_palsar_sentinel2,1000,3,42,1000,20304,0.05783377614769403,85.33107620583344,57.47880485265713,-2.1480940047387422
alphaearth,1000,3,42,1000,20304,0.10533969478153771,83.15196983664197,54.83044222284036,-0.44437298269086956
dem,1000,3,43,1000,20304,-0.021054248243299822,88.83167800112214,61.33777992792333,1.582473272372613
sentinel1_c,1000,3,43,1000,20304,-0.010045126504909296,88.35148354411987,60.71309668040374,1.5521420522793585
palsar_l,1000,3,43,1000,20304,-0.027011618805799387,89.09044659998224,61.204977508780395,0.548487705786991
sentinel1_c_palsar_l,1000,3,43,1000,20304,-0.008412798972441404,88.28006254017507,60.495314635361396,0.4814847817643275
sentinel1_sentinel2,1000,3,43,1000,20304,0.04747402830860514,85.7989297612856,57.699757064265604,-0.5426332058063301
palsar_sentinel2,1000,3,43,1000,20304,0.030296991394554884,86.56908537162067,58.42290106389622,-0.7375367504476038
sentinel1_palsar_sentinel2,1000,3,43,1000,20304,0.04218711649499851,86.03670998830741,57.95158259624332,-0.7736429816714924
alphaearth,1000,3,43,1000,20304,0.12737241953529455,82.12169888163722,54.243883057880886,1.199363804412805
dem,1000,3,44,1000,20304,0.012079093500209859,87.37849206982752,59.731116535596556,-3.471250420991067
sentinel1_c,1000,3,44,1000,20304,0.018185981367027204,87.10800591848547,59.278138985319615,-3.7821929781140393
palsar_l,1000,3,44,1000,20304,0.021028105944969733,86.98183577555119,58.966189528700625,-3.535819443159947
sentinel1_c_palsar_l,1000,3,44,1000,20304,0.034048320536674725,86.40147538452766,58.35351344312941,-3.5137644350848425
sentinel1_sentinel2,1000,3,44,1000,20304,0.05762562216523526,85.34050183687016,57.01574403077329,-2.8476182648279185
palsar_sentinel2,1000,3,44,1000,20304,0.0566802303845092,85.38329798371217,57.385276839822104,-2.064447097355507
sentinel1_palsar_sentinel2,1000,3,44,1000,20304,0.0666882880237859,84.92915741150017,56.69571802198916,-2.6948802651186963
alphaearth,1000,3,44,1000,20304,0.1316851320861273,81.91851600801145,53.88336861284898,-2.63751395334545
dem,2500,3,42,2500,20304,0.022037133141722287,86.93699809149338,59.68937449093095,-2.008549520064785
sentinel1_c,2500,3,42,2500,20304,0.04369927046896671,85.96876762445628,58.685802318117375,-2.065307578239255
palsar_l,2500,3,42,2500,20304,0.03774002234562768,86.23621151354435,58.86655988321342,-2.393153254528356
sentinel1_c_palsar_l,2500,3,42,2500,20304,0.05523229472362079,85.44880181469972,58.05567419987526,-2.004514631428461
sentinel1_sentinel2,2500,3,42,2500,20304,0.08352410596724413,84.1596616269907,56.3358772511432,-2.9418318170548936
palsar_sentinel2,2500,3,42,2500,20304,0.07547028508983933,84.52864254684808,56.69222403327491,-3.261774336487627
sentinel1_palsar_sentinel2,2500,3,42,2500,20304,0.084335873747998,84.12238119382694,56.37262719459302,-3.021638409643341
alphaearth,2500,3,42,2500,20304,0.15142275935313754,80.98212103015122,52.920768273123485,-2.0135079880444384
dem,2500,3,43,2500,20304,0.00798638713893629,87.5592984970328,60.7673668730174,3.8177896255775794
sentinel1_c,2500,3,43,2500,20304,0.02414862283705943,86.8430958728151,59.98557728866799,3.8267683268072155
palsar_l,2500,3,43,2500,20304,0.02146881311986193,86.96225511419664,60.159701772037494,3.437358663682365
sentinel1_c_palsar_l,2500,3,43,2500,20304,0.03852010530005867,86.20124952842178,59.200182410986365,3.0840716228620293
sentinel1_sentinel2,2500,3,43,2500,20304,0.07476143737759533,84.56104088590531,56.928220762068946,0.8349660966704131
palsar_sentinel2,2500,3,43,2500,20304,0.06840471164370199,84.85102622880412,57.41680561340919,1.436287384446505
sentinel1_palsar_sentinel2,2500,3,43,2500,20304,0.07630923229155195,84.490281874429,56.96576395924957,1.221146634153878
alphaearth,2500,3,43,2500,20304,0.15226054806576694,80.94213488759462,53.13384448049916,2.7129158858691556
dem,2500,3,44,2500,20304,0.021996533710417765,86.93880263651756,59.47628213818282,-2.959248419761502
sentinel1_c,2500,3,44,2500,20304,0.03725296048593252,86.25803360780449,58.66454324727376,-2.9606183156138934
palsar_l,2500,3,44,2500,20304,0.034854879833930874,86.36539569856012,58.638882530914856,-2.8872623522409726
sentinel1_c_palsar_l,2500,3,44,2500,20304,0.04891296010580137,85.73409926173399,57.96124809598759,-2.815571207391296
sentinel1_sentinel2,2500,3,44,2500,20304,0.07823594746190221,84.40211725704923,56.00193220174315,-3.846232537530965
palsar_sentinel2,2500,3,44,2500,20304,0.07211568628657727,84.68185716205778,56.46767494146401,-3.4577145446267767
sentinel1_palsar_sentinel2,2500,3,44,2500,20304,0.0802382104242454,84.3103979575937,56.007038547517425,-3.5192449774763124
alphaearth,2500,3,44,2500,20304,0.16254455311302385,80.44967859109103,52.18271385581009,-2.739361502260965
dem,25,4,42,25,19659,-0.05701421088361136,85.76234725214985,58.467437190254145,-20.729240684838842
sentinel1_c,25,4,42,25,19659,-0.12054573397682833,88.30210140908507,59.896817498275766,-24.90125797950849
palsar_l,25,4,42,25,19659,-0.14645128082173642,89.31698359006101,61.656024508889516,-24.999129484847618
sentinel1_c_palsar_l,25,4,42,25,19659,-0.11738937522291493,88.17764881007643,60.190397835109565,-23.29407572305137
sentinel1_sentinel2,25,4,42,25,19659,-0.08428991386666862,86.86182598309556,58.74195428931067,-22.804902741431736
palsar_sentinel2,25,4,42,25,19659,-0.11202831329081175,87.96586309440181,59.79228165708332,-26.45447218614293
sentinel1_palsar_sentinel2,25,4,42,25,19659,-0.08558609544414075,86.91372864749992,58.66656646796994,-23.741204054459736
alphaearth,25,4,42,25,19659,-0.01744730445519549,84.1418794566447,55.45143549019089,-21.603749893444693
dem,25,4,43,25,19659,-0.037358465433144916,84.96120697351365,57.79680375324406,-12.486123141891875
sentinel1_c,25,4,43,25,19659,-0.10610591840230477,87.73130788422922,61.20560421169886,-9.372957290025452
palsar_l,25,4,43,25,19659,-0.14674088228634252,89.3282639193684,63.28787150490568,-2.1529389151182947
sentinel1_c_palsar_l,25,4,43,25,19659,-0.2180937914915153,92.06543522768337,66.06147159792052,-0.2992923110837755
sentinel1_sentinel2,25,4,43,25,19659,-0.12721318469885312,88.56441855315506,62.011086341625585,-11.557677563239562
palsar_sentinel2,25,4,43,25,19659,-0.09594775898073338,87.32752911778279,60.10648240221534,-11.364890850601808
sentinel1_palsar_sentinel2,25,4,43,25,19659,-0.11813124309696987,88.20691582835278,61.49324859283555,-6.3437399466317625
alphaearth,25,4,43,25,19659,-0.06798985041550543,86.20645939648247,59.93855276534445,-7.4087013721836525
dem,25,4,44,25,19659,-0.130383498774864,88.68887587884012,65.27527965332631,16.092994782339314
sentinel1_c,25,4,44,25,19659,-0.16891749597590477,90.18787937113775,66.6167365109929,16.11292218027738
palsar_l,25,4,44,25,19659,-0.3539494974354991,97.06384217789645,71.02567620321521,10.53856411844136
sentinel1_c_palsar_l,25,4,44,25,19659,-0.3339847239968883,96.34555302049864,70.48651902954472,7.319630468293064
sentinel1_sentinel2,25,4,44,25,19659,-0.27150895054580904,94.06237856088856,68.37173357489881,13.027045519837982
palsar_sentinel2,25,4,44,25,19659,-0.2267738173380176,92.39287790088775,66.4964279497451,9.236049991320595
sentinel1_palsar_sentinel2,25,4,44,25,19659,-0.2387879590721178,92.84419038158816,66.98054237664627,7.192377930403827
alphaearth,25,4,44,25,19659,-0.06725037498864928,86.17660958243776,61.056905158759626,4.3669292629386085
dem,50,4,42,50,19659,-0.05787178706691054,85.79713052849532,58.68505162708263,-16.535618082532572
sentinel1_c,50,4,42,50,19659,-0.058597738032142965,85.82656407075474,58.20087218612684,-12.4731034569068
palsar_l,50,4,42,50,19659,-0.06845794433944552,86.22534922919415,58.97363708059007,-17.613488039196586
sentinel1_c_palsar_l,50,4,42,50,19659,-0.04142034512824333,85.12738146973798,57.35201172883863,-14.404561976052122
sentinel1_sentinel2,50,4,42,50,19659,-0.041692851446554435,85.13851829460029,57.34579148120863,-13.010558545565248
palsar_sentinel2,50,4,42,50,19659,-0.08529940190289498,86.90225132197983,59.02899560298985,-18.105470614237724
sentinel1_palsar_sentinel2,50,4,42,50,19659,-0.04972075129981546,85.46595248770828,57.66779035018274,-14.082778807413273
alphaearth,50,4,42,50,19659,0.029552236766295148,82.175494738614,53.68346898846902,-18.169813924409084
dem,50,4,43,50,19659,-0.03868873868082923,85.0156652027252,58.42290105387414,-5.129446137226802
sentinel1_c,50,4,43,50,19659,-0.1135797167399939,88.02720279998879,62.0303666371701,-0.15181292511092204
palsar_l,50,4,43,50,19659,-0.15598161014159073,89.68745661859234,64.13550010359535,3.1958042901683164
sentinel1_c_palsar_l,50,4,43,50,19659,-0.17553001555508008,90.4426142383509,64.86476846022646,4.941357880568447
sentinel1_sentinel2,50,4,43,50,19659,-0.0696956396687134,86.27527624050002,59.43066011453386,-5.30937256109466
palsar_sentinel2,50,4,43,50,19659,-0.08548500228968559,86.9096817148823,60.59809468374063,-0.283470479671024
sentinel1_palsar_sentinel2,50,4,43,50,19659,-0.09320912985099983,87.21835087183875,60.797932958724274,-0.5131358448508466
alphaearth,50,4,43,50,19659,0.03321207548776606,82.02039460966715,56.1129115506259,-0.48255999532834093
dem,50,4,44,50,19659,-0.14800727415354764,89.37757469825351,64.73461701048933,10.571123377884074
sentinel1_c,50,4,44,50,19659,-0.2771075886198644,94.2692362432885,69.4412252454568,12.765058253396417
palsar_l,50,4,44,50,19659,-0.35033263065098175,96.93410995509487,71.60439789541071,15.690093539336422
sentinel1_c_palsar_l,50,4,44,50,19659,-0.2673925799020078,93.9099968188096,68.95707523126329,13.88796461533534
sentinel1_sentinel2,50,4,44,50,19659,-0.22212419479416878,92.217621538769,66.0190084801859,3.2507538211976357
palsar_sentinel2,50,4,44,50,19659,-0.22918784693896144,92.48373797772484,66.48206410010128,7.8123999592627795
sentinel1_palsar_sentinel2,50,4,44,50,19659,-0.24057674941770735,92.91119897641617,66.84358738585709,5.883324183681638
alphaearth,50,4,44,50,19659,-0.12057150905730363,88.30311697704131,63.26146871812836,9.03390937260139
dem,100,4,42,100,19659,-0.07791656664634061,86.60616720037423,59.97826332684096,-4.856250018750097
sentinel1_c,100,4,42,100,19659,-0.04626440054830194,85.32513224028347,59.01439842372461,-0.4066267934437441
palsar_l,100,4,42,100,19659,-0.07697125403086424,86.56818287838043,60.125349529773366,-5.134604714073768
sentinel1_c_palsar_l,100,4,42,100,19659,-0.031684037631814155,84.72851627422176,58.08756850198521,-4.292089102830274
sentinel1_sentinel2,100,4,42,100,19659,-0.022906964105051664,84.36733162477654,57.54200402278804,-0.2694082100925939
palsar_sentinel2,100,4,42,100,19659,-0.02293974753376049,84.36868356993783,57.42250637988136,-2.120498607178607
sentinel1_palsar_sentinel2,100,4,42,100,19659,-0.008021611440476528,83.75122487388899,56.97086880033205,-1.2308771388838977
alphaearth,100,4,42,100,19659,0.07421102229918408,80.26241974465414,52.80170026736267,-5.462012294753651
dem,100,4,43,100,19659,-0.0264921724745788,84.51505272758376,57.48025827169763,-3.8260026430118876
sentinel1_c,100,4,43,100,19659,-0.0666887841392676,86.1539333835264,59.7465034144887,0.10186090709907726
palsar_l,100,4,43,100,19659,-0.09255999555754046,87.19245242841389,60.83294169142433,-1.8823599239697322
sentinel1_c_palsar_l,100,4,43,100,19659,-0.09209019790038697,87.17370416083202,60.92528073697736,0.7619727641439005
sentinel1_sentinel2,100,4,43,100,19659,-0.0432964490135479,85.204024848537,58.03626096914589,-3.9490393652782627
palsar_sentinel2,100,4,43,100,19659,-0.04840432458688215,85.41234539328022,58.29662097443441,-5.9848913401691775
sentinel1_palsar_sentinel2,100,4,43,100,19659,-0.04725486779342858,85.36551006299284,58.142303842843,-6.35617817178002
alphaearth,100,4,43,100,19659,0.047375030926609996,81.41739936320369,54.683600737902275,-3.5960912103328253
dem,100,4,44,100,19659,-0.13625934919517602,88.91908408310181,62.66741428944763,6.039778201391041
sentinel1_c,100,4,44,100,19659,-0.18405551978998114,90.76998822602474,65.35672845142662,6.742153900659455
palsar_l,100,4,44,100,19659,-0.33296321837629517,96.30865740606372,70.4820933127919,11.713370053736812
sentinel1_c_palsar_l,100,4,44,100,19659,-0.2648389727886564,93.81534179379733,68.80412209021209,15.411906542055268
sentinel1_sentinel2,100,4,44,100,19659,-0.23452121055197717,92.6841611749428,65.35726406927878,6.9025186104081175
palsar_sentinel2,100,4,44,100,19659,-0.2709468305253293,94.04158429466531,66.51700188540548,8.007311529515633
sentinel1_palsar_sentinel2,100,4,44,100,19659,-0.27629059340362105,94.23907831566038,67.10998067716118,11.140858382121483
alphaearth,100,4,44,100,19659,-0.05096417422937449,85.51655588555798,58.66509703786392,2.172689765590132
dem,250,4,42,250,19659,-0.02490650046630516,84.44975025809505,58.41381437952488,3.2267920992473176
sentinel1_c,250,4,42,250,19659,-0.032442710164663824,84.7596640783855,58.8357561494741,3.8937596069376657
palsar_l,250,4,42,250,19659,-0.03768711113541001,84.97466419457447,58.77482662529618,1.0952373020154427
sentinel1_c_palsar_l,250,4,42,250,19659,-0.007754800418576124,83.7401401766474,57.7639897560072,3.493067753191213
sentinel1_sentinel2,250,4,42,250,19659,-0.022100984352504183,84.3340872715604,58.293062539241156,5.991882962314931
palsar_sentinel2,250,4,42,250,19659,-0.029061513305690845,84.62075848426035,58.70462231731161,5.362785621479213
sentinel1_palsar_sentinel2,250,4,42,250,19659,-0.02034752764177128,84.26171690409002,58.42858337514574,5.885147244755329
