representation,method,budget,fold,seed,N_train,N_test,R2,RMSE,MAE,Bias
alphaearth,bias_only,2500,3,43,2500,26033,-0.14104899501092016,93.01952766418648,64.05195110807178,-2.8031168289710173
alphaearth,affine,2500,3,43,2500,26033,0.06351789194504298,84.26975391724297,57.764390433829476,-0.6184834674592119
alphaearth,local_xgboost,2500,3,43,2500,26033,0.1425200326748599,80.63692811960084,53.439557459854505,-0.25615145614079315
conventional,bias_only,2500,3,43,2500,26033,-0.4164460472203224,103.63871077818935,73.59319193886475,-4.082889446524297
conventional,affine,2500,3,43,2500,26033,0.04669721975633412,85.02319352651726,58.45266863498157,-0.7636475042689403
conventional,local_xgboost,2500,3,43,2500,26033,0.06383647773491286,84.25541865681338,56.714690820120566,-2.209567124632774
alphaearth,bias_only,2500,3,44,2500,26033,-0.14051603329188755,92.99780132381268,64.08668363938749,-1.953455438918929
alphaearth,affine,2500,3,44,2500,26033,0.06272087408588556,84.30560629169227,58.153496834160286,1.6332363981814957
alphaearth,local_xgboost,2500,3,44,2500,26033,0.08695417116530402,83.2086109048622,55.07991569800877,2.0046499960688458
conventional,bias_only,2500,3,44,2500,26033,-0.41841598916442235,103.7107542237366,73.62308460024741,-5.6221131368602135
conventional,affine,2500,3,44,2500,26033,0.04673731611448084,85.02140545019087,58.93621870761346,1.4972352997053056
conventional,local_xgboost,2500,3,44,2500,26033,0.045753114802187356,85.06528453665602,57.75809366800944,-0.062310562014331536
alphaearth,bias_only,25,4,42,25,26033,-0.17558510573349873,92.23460716119821,63.35122399972624,-7.985865089621443
alphaearth,affine,25,4,42,25,26033,-0.018534069421041854,85.85283584217272,57.77660464271,-7.550452358923815
alphaearth,local_xgboost,25,4,42,25,26033,-0.020770127511511305,85.9470235022263,58.11735507774272,-18.167148138610155
conventional,bias_only,25,4,42,25,26033,-0.5377407488754269,105.48930385377032,75.24985565529572,-21.472887918444865
conventional,affine,25,4,42,25,26033,0.018649567069142448,84.27115068406812,56.70349104968251,-11.306643674716929
conventional,local_xgboost,25,4,42,25,26033,-0.06082758876969585,87.61717932916622,59.764575087199596,-16.835879980457747
alphaearth,bias_only,25,4,43,25,26033,-0.16866109786722494,91.96258249720206,63.34026133994028,-3.6970072496238826
alphaearth,affine,25,4,43,25,26033,-0.0062338493588907085,85.33286483778417,57.92409187955176,-2.5110277198879873
alphaearth,local_xgboost,25,4,43,25,26033,-0.014988075055240468,85.70325856604346,58.675279738509595,-4.555560409928895
conventional,bias_only,25,4,43,25,26033,-0.518740301546138,104.83556102661986,74.67493291761934,-17.988511438447315
conventional,affine,25,4,43,25,26033,0.037741986298639785,83.447366065451,56.88690618737549,-4.977537478188507
conventional,local_xgboost,25,4,43,25,26033,-0.07929816741792517,88.37666006977686,62.249058930401105,-2.250895453173474
alphaearth,bias_only,25,4,44,25,26033,-0.22282517692772363,94.06954660058665,67.03407195934618,20.140280054880506
alphaearth,affine,25,4,44,25,26033,0.028636474602360185,83.84125310392879,59.80199723289564,13.15276911447609
alphaearth,local_xgboost,25,4,44,25,26033,-0.22811126216549815,94.2726514332088,68.17380710704732,15.712391181816894
conventional,bias_only,25,4,44,25,26033,-0.4760996508117672,103.35338464787696,73.66549243367484,3.874765306057107
conventional,affine,25,4,44,25,26033,0.006690812102867261,84.78306078924282,60.438888072786476,10.82115662008284
conventional,local_xgboost,25,4,44,25,26033,-0.31172372120461955,97.42895648428164,71.1802477942476,16.63449038092987
alphaearth,bias_only,50,4,42,50,26033,-0.18277573137671088,92.51625986434755,63.47206456784245,-10.761487923914657
alphaearth,affine,50,4,42,50,26033,0.03641079723970586,83.50506671702121,56.01333678813051,-7.925131981378566
alphaearth,local_xgboost,50,4,42,50,26033,0.010022784538045282,84.64074250384179,57.590555775809285,-10.957780616372192
conventional,bias_only,50,4,42,50,26033,-0.49447634088453696,103.99474321766311,73.96382746506748,-12.16545539273806
conventional,affine,50,4,42,50,26033,0.01097954081417174,84.59983240229077,57.23823051337272,-7.726096796535312
conventional,local_xgboost,50,4,42,50,26033,-0.019953139140683085,85.9126221358526,59.35633552067535,-0.9125870079705667
alphaearth,bias_only,50,4,43,50,26033,-0.1816606055610963,92.472637225202,63.45008785404028,-10.379784122653676
alphaearth,affine,50,4,43,50,26033,0.03036179403863748,83.7667613048274,55.93146121618911,-10.55211075583306
alphaearth,local_xgboost,50,4,43,50,26033,-0.0104346492648697,85.51080207409865,56.81768149274768,-18.421812297067675
conventional,bias_only,50,4,43,50,26033,-0.5382741458512419,105.50759783380036,75.26598886897735,-21.562580751477064
conventional,affine,50,4,43,50,26033,0.020438717398274964,84.19429610924963,56.64070378846772,-13.153128100288502
conventional,local_xgboost,50,4,43,50,26033,-0.09424270235368759,88.98641164746923,61.35138120529873,-15.790758228391784
alphaearth,bias_only,50,4,44,50,26033,-0.17551057504165213,92.23168333288089,64.36290719684446,7.952024488512095
alphaearth,affine,50,4,44,50,26033,0.06047968731017184,82.45556120524077,57.00918075221943,3.5242355153423253
alphaearth,local_xgboost,50,4,44,50,26033,-0.008503073380091708,85.4290305240781,59.3150243732352,3.928718222770575
conventional,bias_only,50,4,44,50,26033,-0.4752943725492058,103.32518885897815,73.48689565636677,-3.0308976803113046
conventional,affine,50,4,44,50,26033,0.040477058954579204,83.32868842527677,57.74446196570425,0.7069255646095377
conventional,local_xgboost,50,4,44,50,26033,-0.09423859328917983,88.98624456787698,62.14265947109952,1.7115333552677643
alphaearth,bias_only,100,4,42,100,26033,-0.16677885751892774,91.88849539162764,63.47844765275381,-0.21649107660812505
alphaearth,affine,100,4,42,100,26033,0.058852850052783734,82.52691876865366,56.08116253572627,-2.3773048384563835
alphaearth,local_xgboost,100,4,42,100,26033,0.00045322779982026606,85.04884603712802,58.84515472352216,-4.747961675017669
conventional,bias_only,100,4,42,100,26033,-0.4743355016763675,103.29160518249537,73.55019684120259,1.4991294745684414
conventional,affine,100,4,42,100,26033,0.04333040468670524,83.20469838176788,57.102201284437,-2.7075968958925762
conventional,local_xgboost,100,4,42,100,26033,-0.16369246218131028,91.7668819342845,64.29907755421603,0.3486197091069479
alphaearth,bias_only,100,4,43,100,26033,-0.16922932000598734,91.98493663610577,63.86253931662688,4.216616060002591
alphaearth,affine,100,4,43,100,26033,0.05948678647488481,82.4991199103918,56.74649380560323,0.8792715176443568
alphaearth,local_xgboost,100,4,43,100,26033,0.031151481868089692,83.7326439065549,56.91454609837437,-1.230411865166049
conventional,bias_only,100,4,43,100,26033,-0.4812260757955473,103.53269982771181,73.60511988566073,-7.218837968820843
conventional,affine,100,4,43,100,26033,0.04298256191964611,83.21982352126908,57.14501646460045,-2.1109345502119967
conventional,local_xgboost,100,4,43,100,26033,-0.050739224481245904,87.19956879183185,61.063429014557606,0.5400161164449421
alphaearth,bias_only,100,4,44,100,26033,-0.1710640685571787,92.05707948707824,64.02633691936347,5.572895722989656
alphaearth,affine,100,4,44,100,26033,0.060415309416607554,82.45838617045986,56.71755316362885,1.0779513579033375
alphaearth,local_xgboost,100,4,44,100,26033,0.014656899750984054,84.4424071078671,58.110345161805434,7.256367031347293
conventional,bias_only,100,4,44,100,26033,-0.475293809001633,103.32516912438618,73.61778285180276,3.0302248411662234
conventional,affine,100,4,44,100,26033,0.04294752668454027,83.22134679518376,57.47101666661889,0.2907282116917296
conventional,local_xgboost,100,4,44,100,26033,-0.07154839797059642,88.05879951338184,60.62930724214436,1.916249132676533
alphaearth,bias_only,250,4,42,250,26033,-0.166838009529936,91.89082459067353,63.537996901864275,0.6891494779862202
alphaearth,affine,250,4,42,250,26033,0.05764718285085402,82.57976287131946,56.20870439464555,-1.5526660257290612
alphaearth,local_xgboost,250,4,42,250,26033,0.045568534038862185,83.10731265772215,56.443995068989594,-2.6829381869513114
conventional,bias_only,250,4,42,250,26033,-0.47402808035435084,103.28083568760945,73.5105734276862,0.15069285316281586
conventional,affine,250,4,42,250,26033,0.04339436895539306,83.20191674395183,57.13155256716363,-2.531184270241932
conventional,local_xgboost,250,4,42,250,26033,-0.02152018440087189,85.97859442967565,59.62759120001482,-0.29311970472613724
alphaearth,bias_only,250,4,43,250,26033,-0.1681123352664231,91.94098874703074,63.7461125442873,3.1139516423204565
alphaearth,affine,250,4,43,250,26033,0.05882092410881068,82.52831851121313,56.44076124497105,0.283746823616563
alphaearth,local_xgboost,250,4,43,250,26033,0.0773873493773144,81.71025530791664,55.461020959094284,2.764440641315979
conventional,bias_only,250,4,43,250,26033,-0.4748178463311159,103.30850027838336,73.48353966943169,-2.395395118502965
conventional,affine,250,4,43,250,26033,0.040019436722767754,83.34855690009591,57.20724033496173,-1.980875343356283
conventional,local_xgboost,250,4,43,250,26033,-0.00785535812214011,85.4015925442496,58.81583152539376,0.6284125566308216
alphaearth,bias_only,250,4,44,250,26033,-0.16856886073149258,91.95895333020282,63.79648724142236,3.6056040597235435
alphaearth,affine,250,4,44,250,26033,0.0618142996367691,82.39697528882637,56.28773353963081,-1.2589874049318759
alphaearth,local_xgboost,250,4,44,250,26033,0.0501493609027549,82.90763456690817,56.600376101899215,2.367062355050109
conventional,bias_only,250,4,44,250,26033,-0.4740297091170138,103.2808927489113,73.50342128421224,-0.18572834229989169
conventional,affine,250,4,44,250,26033,0.04329949674103495,83.20604245371216,57.08697616053898,-2.73776102442167
conventional,local_xgboost,250,4,44,250,26033,-0.035016556120776476,86.5447072627984,58.9367022361981,-5.49036482230999
alphaearth,bias_only,500,4,42,500,26033,-0.16961840445324938,92.00024027699918,63.32642108600625,-4.538225873032077
alphaearth,affine,500,4,42,500,26033,0.05521805232069665,82.68612850988472,55.82297962543652,-5.183732447515147
alphaearth,local_xgboost,500,4,42,500,26033,0.10248535995795538,80.59120243320922,53.55134132184677,-4.817488237035772
conventional,bias_only,500,4,42,500,26033,-0.4771103157017689,103.3887609056239,73.51302749086165,-4.725205773855502
conventional,affine,500,4,42,500,26033,0.03905393958703052,83.39046012834487,56.825213138142864,-5.4120892786965875
conventional,local_xgboost,500,4,42,500,26033,0.01737599616888119,84.32581540078534,57.276864879525746,-4.494906073584208
alphaearth,bias_only,500,4,43,500,26033,-0.1690949105081463,91.97964939079434,63.84954849156039,4.099656705448395
alphaearth,affine,500,4,43,500,26033,0.06126478010334235,82.42110277185441,56.734700464616886,2.3367425395251824
alphaearth,local_xgboost,500,4,43,500,26033,0.09966121607609735,80.71789807598171,54.31208718957318,3.1136486981992038
conventional,bias_only,500,4,43,500,26033,-0.474748527211982,103.30607240622066,73.48338266564072,-2.2882928143750334
conventional,affine,500,4,43,500,26033,0.04164634431224612,83.27790031327369,57.49212411049389,0.2871337196535034
conventional,local_xgboost,500,4,43,500,26033,0.03407469039454403,83.60622946637584,57.06105382301449,2.2377377297945444
alphaearth,bias_only,500,4,44,500,26033,-0.1707359467302456,92.04418179254968,63.99858793002323,5.355621804142955
alphaearth,affine,500,4,44,500,26033,0.062341136739698655,82.37383707662342,56.49960135635671,0.7434105309745891
alphaearth,local_xgboost,500,4,44,500,26033,0.06447919715374972,82.2798685985428,56.48819873836561,5.143469368354108
conventional,bias_only,500,4,44,500,26033,-0.4751484894918183,103.32008012699072,73.60859492492912,2.8514286687195605
conventional,affine,500,4,44,500,26033,0.044291570751181064,83.16288999236511,57.344345260378795,-0.6582504255771385
conventional,local_xgboost,500,4,44,500,26033,-0.0029798129402591744,85.19477511515393,58.50134456915755,0.7569608498135844
alphaearth,bias_only,1000,4,42,1000,26033,-0.16677249403414196,91.888244816364,63.489984375179276,-0.028609109063282425
alphaearth,affine,1000,4,42,1000,26033,0.05879494238059324,82.5294576215051,56.167186674753395,-1.7048294870364524
alphaearth,local_xgboost,1000,4,42,1000,26033,0.11711471284909658,79.93169170491072,53.1829398385342,-1.9473360670344495
conventional,bias_only,1000,4,42,1000,26033,-0.47403793630215585,103.28118097574804,73.50109982604309,-0.3066459688866799
conventional,affine,1000,4,42,1000,26033,0.04262918971334351,83.23518628130881,57.131190181355755,-2.2405618599828427
conventional,local_xgboost,1000,4,42,1000,26033,0.05316733624543324,82.77581791358851,55.97765917104079,-2.4844267897118444
alphaearth,bias_only,1000,4,43,1000,26033,-0.16708464774816933,91.90053570376782,63.60031447929482,1.50324505273714
alphaearth,affine,1000,4,43,1000,26033,0.062228489018027355,82.37878500958563,56.35380314947935,-0.13629178283591054
alphaearth,local_xgboost,1000,4,43,1000,26033,0.1265939783374408,79.50143280822893,52.981579900627715,-1.0134844586499039
conventional,bias_only,1000,4,43,1000,26033,-0.47479141265020375,103.30757445687424,73.48346521878017,-2.3551280575862648
conventional,affine,1000,4,43,1000,26033,0.04354368826244914,83.19542287803705,57.23400610422477,-1.3902084918374122
conventional,local_xgboost,1000,4,43,1000,26033,0.05492092769361756,82.69912947474063,56.01276935711375,-0.3963444238985483
alphaearth,bias_only,1000,4,44,1000,26033,-0.16724844845922315,91.90698461258269,63.629652137341466,1.8560990346924626
alphaearth,affine,1000,4,44,1000,26033,0.06176314310544173,82.39922169163752,56.22788647858447,-1.019124991156255
alphaearth,local_xgboost,1000,4,44,1000,26033,0.11035835970753949,80.23695077453591,54.06508820787038,1.2870099553900654
conventional,bias_only,1000,4,44,1000,26033,-0.47459867091198715,103.30082355911605,73.57138189658862,2.037605456569061
conventional,affine,1000,4,44,1000,26033,0.04356636918644918,83.19443644497841,57.2143063964952,-1.5470939283746146
conventional,local_xgboost,1000,4,44,1000,26033,0.0425832085306479,83.23718509217326,56.12549124311054,-2.7240650142621927
alphaearth,bias_only,2500,4,42,2500,26033,-0.16679307008806266,91.88905503821707,63.51705377859608,0.3869352214052921
alphaearth,affine,2500,4,42,2500,26033,0.05920196397860278,82.51161087076187,56.224024105033095,-1.221069915812959
alphaearth,local_xgboost,2500,4,42,2500,26033,0.13986533907592769,78.8951105885922,51.91326112248566,-2.7560145058531207
conventional,bias_only,2500,4,42,2500,26033,-0.47404344578829427,103.28137399171094,73.51574408071278,0.36592570376986566
conventional,affine,2500,4,42,2500,26033,0.04316893649243547,83.21171979523432,57.19877149631055,-1.673110092804938
conventional,local_xgboost,2500,4,42,2500,26033,0.07452940940651342,81.83671273312632,55.02292519524095,-1.6029621583630977
alphaearth,bias_only,2500,4,43,2500,26033,-0.16691363032421536,91.89380218675093,63.561629962723224,1.011020962584809
alphaearth,affine,2500,4,43,2500,26033,0.06170486025024702,82.40178095334811,56.300433123995134,-0.4660849217484131
alphaearth,local_xgboost,2500,4,43,2500,26033,0.12763677198203904,79.45395869707357,52.68309700072534,-0.02063139608775644
conventional,bias_only,2500,4,43,2500,26033,-0.47408916713876104,103.28297575158221,73.49473847929885,-0.6817390313986145
conventional,affine,2500,4,43,2500,26033,0.04401384476582648,83.17497255706897,57.26221107303597,-1.2033412787122881
conventional,local_xgboost,2500,4,43,2500,26033,0.05671066355139498,82.62078696288599,55.62187753426438,-1.2627573116886597
alphaearth,bias_only,2500,4,44,2500,26033,-0.1676523776530121,91.9228855559925,63.68923323797666,2.5235237247090785
alphaearth,affine,2500,4,44,2500,26033,0.06165230980023462,82.40408843095234,56.532026927975416,1.114142945249672
alphaearth,local_xgboost,2500,4,44,2500,26033,0.1384319249891578,78.96082255870792,52.6928949355663,2.334096759970961
conventional,bias_only,2500,4,44,2500,26033,-0.47494204745869584,103.31285022645544,73.59524112155991,2.5761812667256625
conventional,affine,2500,4,44,2500,26033,0.041575847790249476,83.28096321929816,57.58719265006998,0.9148531964402974
conventional,local_xgboost,2500,4,44,2500,26033,0.07298393021516392,81.90501537815939,55.30491889219583,0.46546123363267605
